TIMESTAMP;WEBSITE;GDS;DEPARTURE;ARRIVAL;ADULTS;CHILDREN;INFANTS;TRAIN;HAUL_TYPE;DISTANCE;DEVICE;TRIP_TYPE;PRODUCT;SMS;EXTRA_BAGGAGE;NO_GDS
26;11;1;29;30;1;0;0;False;1;628.844;3;2;1;True;False;0
26;18;0;30;30;1;0;0;False;0;1281.43;2;1;1;False;False;1
26;54;2;30;33;1;0;0;False;0;1730.35;3;2;1;True;False;0
26;50;0;30;31;1;0;0;False;1;652.702;2;0;1;False;False;2
26;11;0;32;32;1;0;0;False;0;1717.85;0;1;1;False;False;1
26;12;1;27;29;1;0;0;False;0;1065.56;0;0;1;False;False;1
26;11;1;32;32;2;0;0;False;0;959.105;0;1;1;True;False;0
26;11;1;29;30;2;0;0;False;0;1469.85;0;2;1;False;False;0
26;42;1;33;33;1;0;0;False;0;600.931;0;1;1;True;True;0
26;54;0;33;34;1;0;0;False;0;3024.02;2;2;1;False;False;2
26;45;0;42;42;1;0;0;False;0;1839.53;2;1;1;False;False;1
26;37;1;30;31;1;0;0;False;0;1037.7;0;2;1;True;False;0
26;0;1;28;29;2;0;0;False;0;342.82199999999995;2;2;1;True;True;1
26;11;1;36;36;1;0;0;False;2;10084.6;0;1;1;True;False;0
26;32;1;31;36;1;0;0;False;0;1725.36;0;2;1;False;True;0
26;45;1;50;4;1;0;0;False;2;9634.9;0;2;1;True;False;0
26;11;0;30;30;1;0;0;False;0;2458.34;2;1;1;True;False;1
26;12;1;27;28;1;0;0;False;0;922.118;0;2;1;True;False;0
26;13;1;28;28;1;0;0;False;0;975.9839999999999;0;1;1;True;True;0
26;47;1;31;34;1;0;0;False;2;8290.05;0;2;1;True;False;1
26;32;1;27;27;1;0;0;False;1;1829.63;2;1;1;True;False;0
26;12;1;28;29;2;0;0;False;1;494.236;0;2;1;False;False;0
26;11;0;27;27;1;0;0;False;0;810.4;0;1;1;True;False;1
26;12;0;37;38;9;0;0;False;0;657.1160000000001;0;2;0;False;False;1
26;2;0;38;39;2;0;0;False;1;1607.99;0;2;1;True;True;1
26;11;1;26;26;1;0;0;False;0;1108.92;2;1;1;True;False;0
26;2;0;32;32;1;0;0;False;1;470.906;0;2;1;True;False;1
26;47;1;27;27;1;0;0;False;0;590.126;0;2;1;True;False;1
26;32;1;31;32;1;0;0;False;1;2801.98;0;2;1;False;False;0
26;31;0;29;31;1;0;0;False;0;1822.76;0;2;1;True;False;1
26;45;1;28;29;1;0;0;False;1;600.7819999999999;0;2;1;False;False;0
26;21;0;33;33;1;0;0;False;0;1302.29;0;1;1;True;True;1
26;31;0;34;35;1;0;0;False;0;1607.83;2;2;1;False;True;1
26;47;1;28;29;1;0;0;False;0;1337.54;3;2;1;True;False;0
26;18;0;31;32;2;0;0;False;0;1016.2;0;2;1;False;False;1
26;11;1;27;27;1;0;0;False;1;525.02;0;2;1;False;False;0
26;45;1;34;34;2;0;0;False;0;744.446;0;2;1;True;True;0
26;45;0;31;31;1;0;0;False;1;468.285;0;1;1;True;False;1
26;11;0;31;31;2;0;0;False;0;719.6060000000001;0;1;1;True;False;1
26;37;1;31;34;2;0;0;False;2;8190.98;2;2;1;True;False;0
26;18;0;27;28;2;0;0;False;1;870.387;0;2;1;False;False;1
26;45;1;28;30;1;0;0;False;2;6228.21;0;2;1;False;False;1
26;18;0;29;30;2;0;0;False;0;1623.73;0;2;0;False;False;2
26;39;1;26;26;1;0;0;False;2;5386.52;0;1;1;False;True;0
26;18;1;27;27;1;0;0;False;0;2364.9;0;1;1;False;False;0
26;34;1;27;29;3;1;0;False;0;1283.52;0;2;1;False;False;0
26;37;1;31;33;1;0;0;False;2;6472.0;0;2;1;False;False;0
26;6;1;33;33;2;0;0;False;0;8590.24;0;2;1;True;False;0
26;31;0;28;29;1;0;0;False;0;2971.28;2;2;1;False;False;1
26;45;1;26;27;1;0;0;False;1;141.347;0;2;1;False;False;0
26;37;0;34;35;2;0;0;False;0;1326.4;0;2;1;True;False;2
26;11;0;32;32;3;0;0;False;0;1964.75;0;1;1;False;False;1
26;11;0;40;44;1;0;0;False;0;1344.85;0;2;1;False;True;1
26;18;0;33;34;2;0;0;False;0;657.1160000000001;2;2;1;False;False;1
26;47;0;28;28;1;0;0;False;0;906.24;0;1;1;False;False;1
26;54;0;27;27;1;0;0;False;0;2408.15;3;1;1;True;True;1
26;11;1;31;33;1;0;0;False;2;12570.5;0;2;1;False;False;0
26;45;1;37;38;1;0;0;False;0;682.118;0;2;1;False;False;0
26;4;0;27;27;3;0;0;False;0;399.939;0;2;1;True;False;1
26;37;0;27;30;1;0;0;False;0;1453.92;2;2;1;False;False;2
26;37;1;31;33;2;0;0;False;1;574.2919999999999;0;2;1;True;True;0
26;11;1;29;31;1;0;0;False;2;3545.25;2;2;1;True;False;0
26;45;0;32;34;2;0;0;False;2;2148.39;2;2;1;False;True;1
26;32;1;31;33;2;0;0;False;2;8851.14;0;2;1;True;False;0
26;45;0;33;34;2;0;0;False;0;809.576;3;2;1;True;True;1
26;12;1;44;45;2;1;0;False;0;1488.86;0;2;1;False;False;1
26;45;1;29;31;1;0;0;False;0;1215.71;2;2;1;False;True;1
26;37;1;44;50;1;0;0;False;2;3851.0;0;2;1;True;False;0
26;47;1;27;27;1;0;0;False;2;1408.22;2;1;1;True;False;0
26;47;0;28;29;1;0;0;False;0;796.7410000000001;0;2;1;False;False;1
26;37;1;37;37;1;0;0;False;0;792.48;0;1;1;True;False;0
26;26;0;33;33;3;0;0;False;1;269.808;0;1;1;True;False;1
26;54;0;22;24;2;0;0;False;0;1687.27;2;2;1;False;True;1
26;47;0;27;27;1;0;0;False;1;728.421;0;1;1;True;False;1
26;21;1;26;26;1;0;0;False;1;768.2589999999999;2;1;1;True;False;0
26;37;1;26;28;1;0;0;False;2;1339.68;2;2;1;True;False;0
26;11;0;29;29;1;2;0;False;1;680.6560000000001;0;1;1;True;False;1
26;11;1;26;26;1;0;0;False;1;456.815;2;1;1;True;False;0
26;26;1;27;30;1;0;0;False;0;1206.63;2;1;1;False;False;0
26;11;1;26;26;1;0;0;False;0;1316.11;2;1;1;True;True;0
26;18;1;45;45;1;0;0;False;1;179.799;0;2;1;False;False;0
26;26;0;43;44;1;0;0;False;0;1978.03;2;2;1;False;False;1
26;47;1;27;27;1;0;0;False;0;1330.96;0;1;1;True;False;0
26;49;2;28;29;1;0;0;False;2;6834.66;0;2;1;False;False;0
26;26;0;45;45;1;0;0;False;0;436.115;0;2;1;False;False;1
26;45;0;27;27;1;0;0;False;0;644.319;0;2;1;True;False;1
26;45;1;31;31;2;0;0;False;0;853.3810000000001;0;2;1;False;False;0
26;32;0;30;31;1;0;0;False;1;1622.31;2;2;1;True;False;1
26;37;1;43;45;1;0;0;False;0;2162.43;0;2;1;False;False;0
26;37;1;28;33;2;0;0;False;2;10440.8;0;2;1;False;False;0
26;37;1;29;29;2;2;1;False;2;2236.54;2;1;1;False;False;0
26;32;0;29;30;2;0;0;False;1;1384.96;0;2;1;True;False;1
26;11;0;34;34;2;0;0;False;0;1383.75;2;1;1;True;False;1
26;12;0;31;31;1;0;0;False;0;907.066;0;1;1;False;True;1
26;54;1;27;27;1;0;0;False;0;2924.3;0;0;1;False;False;1
26;26;0;28;28;1;0;0;False;0;1246.35;0;2;1;True;False;2
26;45;0;37;38;2;0;0;False;0;1342.25;2;2;1;False;True;1
26;37;1;27;29;1;0;0;False;2;1753.88;0;0;1;False;False;1
26;31;1;32;35;1;1;0;False;2;2611.92;2;2;1;False;False;1
26;50;1;31;31;2;0;0;False;1;671.543;0;2;1;True;False;1
26;54;2;31;34;1;0;0;False;0;1607.14;0;2;1;False;True;0
26;47;1;42;45;2;0;0;False;0;1065.56;0;2;1;True;False;1
26;37;1;39;41;1;0;0;False;2;1956.56;0;2;1;True;False;0
26;45;0;27;30;2;2;0;False;0;1902.3;2;0;1;False;False;2
26;11;0;27;27;1;0;0;False;0;492.209;0;2;1;True;False;2
26;2;1;32;33;1;0;0;False;1;1971.45;0;2;1;False;False;1
26;47;0;27;28;1;0;0;False;0;1052.74;0;2;1;False;False;1
26;18;0;27;27;1;0;0;False;1;250.697;2;2;1;False;False;1
26;47;1;27;27;2;0;0;False;2;2094.97;0;1;1;True;False;0
26;32;0;28;30;1;0;0;False;1;1829.63;0;2;1;False;False;1
26;47;1;28;29;1;0;0;False;2;8328.99;0;2;1;True;False;0
26;18;0;30;30;1;0;0;False;1;558.971;2;1;1;True;True;1
26;11;1;29;30;2;0;0;False;1;483.843;0;2;1;False;False;0
26;47;1;27;27;1;0;0;False;2;3286.36;0;1;1;False;False;0
26;11;1;27;27;1;0;0;False;1;202.22099999999998;0;1;1;False;False;0
26;19;0;26;26;1;0;0;False;1;402.98400000000004;2;2;1;False;False;1
26;31;1;32;32;1;0;0;False;0;1007.15;0;1;1;False;True;0
26;12;1;33;33;1;0;0;False;2;1842.89;0;1;1;True;False;0
26;18;0;32;33;1;0;0;False;1;410.494;0;2;1;True;False;1
26;45;1;38;38;1;0;0;False;1;486.43;0;2;1;False;False;1
26;49;1;27;27;2;0;0;False;1;199.187;2;1;1;False;False;0
26;47;0;34;35;2;0;0;False;0;2261.06;0;2;1;False;False;2
26;32;1;29;29;2;0;0;False;0;483.54;0;2;1;True;False;0
26;31;0;27;28;2;0;0;False;0;1455.02;0;2;1;True;False;1
26;58;0;32;33;2;0;0;False;0;1885.24;1;2;1;False;True;1
26;37;1;28;28;1;0;0;False;0;1441.14;0;2;1;False;True;1
26;31;0;27;27;2;0;0;False;0;1491.45;0;1;1;False;False;1
26;13;1;27;27;1;0;0;False;0;1780.78;0;1;1;False;False;0
26;55;0;28;29;1;1;0;False;0;983.2710000000001;1;2;1;False;False;1
26;18;1;26;26;1;0;0;False;0;1519.44;0;1;1;False;False;0
26;45;1;32;33;1;0;0;False;0;481.899;0;0;1;True;True;1
26;47;0;31;31;4;0;0;False;0;478.727;0;1;1;True;False;1
26;18;0;37;38;1;0;0;False;1;953.549;0;2;1;False;False;1
26;19;1;29;29;1;0;0;False;2;3143.7;0;1;1;True;False;0
26;37;1;27;28;1;0;0;False;1;659.2719999999999;0;2;1;False;True;0
26;11;1;52;1;4;0;0;False;2;10029.9;0;2;1;True;False;0
26;18;1;33;33;2;0;0;False;2;2706.76;0;1;1;True;True;0
26;22;0;29;32;2;0;0;False;0;969.066;0;0;1;True;True;2
26;2;1;27;29;1;0;0;False;2;4231.88;2;2;1;False;False;0
26;37;1;32;32;1;0;0;False;0;777.698;0;1;1;False;False;0
26;11;1;35;36;2;0;0;False;0;2892.43;0;2;1;True;False;1
26;31;1;27;27;1;0;0;False;1;497.791;2;2;1;True;False;0
26;47;1;27;28;1;0;0;False;2;9102.63;0;2;1;False;False;0
26;11;0;33;35;2;0;0;False;1;893.5139999999999;0;2;1;False;True;1
26;37;0;33;34;5;0;0;False;0;832.5089999999999;0;2;1;True;False;1
26;34;0;28;28;2;0;0;False;1;646.895;0;2;1;True;False;1
26;21;1;27;28;1;0;0;False;2;8666.32;0;2;1;False;False;0
26;26;1;27;28;1;0;0;False;2;5842.53;0;2;1;True;False;0
26;9;1;27;27;1;0;0;False;0;578.298;0;2;1;False;False;0
26;26;0;32;33;1;0;0;False;0;898.4860000000001;0;2;1;False;False;1
26;11;0;31;32;1;0;0;False;1;392.207;0;2;1;False;False;1
26;13;1;26;26;2;0;0;False;0;1087.62;2;1;1;True;False;0
26;45;1;33;36;1;0;0;False;2;8894.08;2;1;1;False;False;0
26;47;1;27;39;1;0;0;False;2;3185.95;0;2;1;False;False;0
26;47;1;31;32;2;0;0;False;0;1676.9;0;2;1;True;False;1
26;5;1;30;31;1;1;0;False;2;7649.06;0;2;1;True;False;0
26;18;0;29;29;1;1;0;False;0;2623.93;3;1;1;False;False;1
26;5;0;30;30;1;0;0;False;0;1533.2;2;1;1;True;False;1
26;11;1;26;28;2;0;0;False;1;242.632;2;2;1;False;False;0
26;54;1;34;36;1;0;0;False;2;7619.05;0;0;1;False;False;1
26;12;1;30;30;1;0;0;False;0;2453.49;0;1;1;False;False;0
26;18;0;27;27;1;0;0;False;1;528.599;0;1;1;True;False;1
26;11;0;32;32;2;0;0;False;1;1138.99;2;1;1;False;True;1
26;11;0;33;34;1;0;0;False;0;2377.56;0;0;1;True;False;2
26;11;0;30;31;2;0;0;False;1;1408.55;2;2;1;True;True;1
26;47;1;26;27;1;0;0;False;1;674.0939999999999;0;2;1;True;False;0
26;11;0;26;26;1;0;0;True;2;0.0;2;1;1;False;False;1
26;11;1;32;33;3;2;0;False;1;456.815;0;2;1;True;False;1
26;11;1;26;26;1;0;0;False;1;667.316;0;1;1;False;False;0
26;49;1;31;31;1;0;0;False;0;979.002;0;2;1;True;False;0
26;47;1;40;43;1;0;0;False;2;9375.54;2;2;1;False;False;0
26;11;0;31;31;1;0;0;False;1;490.473;0;1;1;True;True;1
